order_id,order_date,store_id,product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member,new_product_id,product_system,source_file,source_folder_date,proposed_legacy_product_id,match_status,match_score,review_note,source_product_id,product_reconciliation_status,product_reconciled_flag,canonical_product_id,legacy_product_name,legacy_category,legacy_subcategory,legacy_brand,new_product_name,new_category,new_subcategory,new_brand,canonical_product_name,canonical_category,canonical_subcategory,canonical_brand
20260722-0016,2026-07-22,S006,P1030,1,126.26,0,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1030,legacy_original,True,P1030,SwitchbackRover 20oz Tumbler 229,hydration,insulated tumbler,Summit Finch,,,,,SwitchbackRover 20oz Tumbler 229,hydration,insulated tumbler,Summit Finch
20260722-0017,2026-07-22,S001,P1037,2,73.4,20,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1037,legacy_original,True,P1037,EmberRunner Packable Jacket 236,outerwear,rain shell,Blue Ridge Works,,,,,EmberRunner Packable Jacket 236,outerwear,rain shell,Blue Ridge Works
20260722-0018,2026-07-22,S001,P1033,1,179.99,5,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1033,legacy_original,True,P1033,SummitRunner 4P Tent 232,camping,tent,Rocky Top Outfitters,,,,,SummitRunner 4P Tent 232,camping,tent,Rocky Top Outfitters
20260722-0019,2026-07-22,S004,P1004,2,93.42,15,ship_from_store,N,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1004,legacy_original,True,P1004,StormNomad Compact Cooler 203,patio,cooler,Moss & Mile,,,,,StormNomad Compact Cooler 203,patio,cooler,Moss & Mile
20260722-0020,2026-07-22,S002,P1080,2,121.55,15,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1080,legacy_original,True,P1080,PeakNomad Waterproof Trail Shoes 279,footwear,trail shoes,TrailForge,,,,,PeakNomad Waterproof Trail Shoes 279,footwear,trail shoes,TrailForge
20260722-0021,2026-07-22,S008,P1050,2,75.31,0,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1050,legacy_original,True,P1050,RidgeRover Mid Trail Shoes 249,footwear,trail shoes,Highland Ember,,,,,RidgeRover Mid Trail Shoes 249,footwear,trail shoes,Highland Ember
20260722-0022,2026-07-22,S007,P1028,2,647.52,0,ship_from_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1028,legacy_original,True,P1028,CloudNomad Compact Cooler 227,patio,cooler,Moss & Mile,,,,,CloudNomad Compact Cooler 227,patio,cooler,Moss & Mile
20260722-0023,2026-07-22,S005,P1030,2,107.32,15,ship_from_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1030,legacy_original,True,P1030,SwitchbackRover 20oz Tumbler 229,hydration,insulated tumbler,Summit Finch,,,,,SwitchbackRover 20oz Tumbler 229,hydration,insulated tumbler,Summit Finch
20260722-0024,2026-07-22,S007,P1022,2,388.71,0,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1022,legacy_original,True,P1022,TrailRover Weekend Patio Heater 221,patio,patio heater,Summit Finch,,,,,TrailRover Weekend Patio Heater 221,patio,patio heater,Summit Finch
20260722-0025,2026-07-22,S003,P1044,2,189.25,0,pickup,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1044,legacy_original,True,P1044,CloudNomad Approach Trail Shoes 243,footwear,trail shoes,Moss & Mile,,,,,CloudNomad Approach Trail Shoes 243,footwear,trail shoes,Moss & Mile
20260722-0026,2026-07-22,S007,P1042,4,92.2,20,ship_from_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1042,legacy_original,True,P1042,VistaRover Trail Tumbler 241,hydration,insulated tumbler,Highland Ember,,,,,VistaRover Trail Tumbler 241,hydration,insulated tumbler,Highland Ember
20260722-0027,2026-07-22,S007,P1056,1,115.21,20,ship_from_store,N,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1056,legacy_original,True,P1056,CanyonNomad Waterproof Trail Shoes 255,footwear,trail shoes,TrailForge,,,,,CanyonNomad Waterproof Trail Shoes 255,footwear,trail shoes,TrailForge
20260722-0028,2026-07-22,S007,P1058,1,250.41,5,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1058,legacy_original,True,P1058,VistaRover Deluxe Patio Heater 257,patio,patio heater,Highland Ember,,,,,VistaRover Deluxe Patio Heater 257,patio,patio heater,Highland Ember
20260722-0029,2026-07-22,S004,P1013,2,82.78,15,pickup,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1013,legacy_original,True,P1013,FieldRunner Packable Jacket 212,outerwear,rain shell,Blue Ridge Works,,,,,FieldRunner Packable Jacket 212,outerwear,rain shell,Blue Ridge Works
20260722-0030,2026-07-22,S004,P1079,4,256.21,0,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1079,legacy_original,True,P1079,MoonRambler Stormproof Jacket 278,outerwear,rain shell,Switchback Supply,,,,,MoonRambler Stormproof Jacket 278,outerwear,rain shell,Switchback Supply
20260722-0031,2026-07-22,S005,P1064,1,614.45,0,in_store,N,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1064,legacy_original,True,P1064,PeakNomad XL Cooler 263,patio,cooler,TrailForge,,,,,PeakNomad XL Cooler 263,patio,cooler,TrailForge
20260722-0032,2026-07-22,S008,P1076,1,583.17,15,pickup,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1076,legacy_original,True,P1076,CloudNomad Compact Cooler 275,patio,cooler,Moss & Mile,,,,,CloudNomad Compact Cooler 275,patio,cooler,Moss & Mile
20260722-0033,2026-07-22,S004,P1010,1,552.43,0,pickup,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1010,legacy_original,True,P1010,VistaRover Deluxe Patio Heater 209,patio,patio heater,Highland Ember,,,,,VistaRover Deluxe Patio Heater 209,patio,patio heater,Highland Ember
20260722-0034,2026-07-22,S004,P1018,2,138.02,10,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1018,legacy_original,True,P1018,RidgeRover Trail Tumbler 217,hydration,insulated tumbler,Highland Ember,,,,,RidgeRover Trail Tumbler 217,hydration,insulated tumbler,Highland Ember
20260722-0035,2026-07-22,S006,P1021,2,70.05,5,ship_from_store,N,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1021,legacy_original,True,P1021,EmberRunner Basecamp Tent 220,camping,tent,Blue Ridge Works,,,,,EmberRunner Basecamp Tent 220,camping,tent,Blue Ridge Works
20260722-0036,2026-07-22,S003,P1002,2,203.43,0,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1002,legacy_original,True,P1002,RidgeRover Mid Trail Shoes 201,footwear,trail shoes,Highland Ember,,,,,RidgeRover Mid Trail Shoes 201,footwear,trail shoes,Highland Ember
20260722-0037,2026-07-22,S002,P1066,2,99.64,5,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1066,legacy_original,True,P1066,RidgeRover Trail Tumbler 265,hydration,insulated tumbler,Highland Ember,,,,,RidgeRover Trail Tumbler 265,hydration,insulated tumbler,Highland Ember
20260722-0038,2026-07-22,S001,P1058,1,263.59,0,ship_from_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1058,legacy_original,True,P1058,VistaRover Deluxe Patio Heater 257,patio,patio heater,Highland Ember,,,,,VistaRover Deluxe Patio Heater 257,patio,patio heater,Highland Ember
20260722-0039,2026-07-22,S005,P1009,4,115.26,0,pickup,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1009,legacy_original,True,P1009,PineRunner 4P Tent 208,camping,tent,Rocky Top Outfitters,,,,,PineRunner 4P Tent 208,camping,tent,Rocky Top Outfitters
20260722-0040,2026-07-22,S004,P1064,2,491.56,20,in_store,N,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1064,legacy_original,True,P1064,PeakNomad XL Cooler 263,patio,cooler,TrailForge,,,,,PeakNomad XL Cooler 263,patio,cooler,TrailForge
20260722-0041,2026-07-22,S007,P1034,1,168.86,0,pickup,N,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1034,legacy_original,True,P1034,RidgeRover Deluxe Patio Heater 233,patio,patio heater,Highland Ember,,,,,RidgeRover Deluxe Patio Heater 233,patio,patio heater,Highland Ember
20260722-0042,2026-07-22,S004,P1036,1,157.72,0,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1036,legacy_original,True,P1036,StormNomad 32oz Tumbler 235,hydration,insulated tumbler,Moss & Mile,,,,,StormNomad 32oz Tumbler 235,hydration,insulated tumbler,Moss & Mile
20260722-0043,2026-07-22,S005,P1036,2,126.18,20,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1036,legacy_original,True,P1036,StormNomad 32oz Tumbler 235,hydration,insulated tumbler,Moss & Mile,,,,,StormNomad 32oz Tumbler 235,hydration,insulated tumbler,Moss & Mile
20260722-0044,2026-07-22,S008,P1062,1,170.69,0,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1062,legacy_original,True,P1062,SwitchbackRover Wide Trail Shoes 261,footwear,trail shoes,Summit Finch,,,,,SwitchbackRover Wide Trail Shoes 261,footwear,trail shoes,Summit Finch
20260722-0045,2026-07-22,S001,P1051,3,339.32,20,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1051,legacy_original,True,P1051,CreekRambler 2P Camp Chair 250,camping,camp chair,Creekline,,,,,CreekRambler 2P Camp Chair 250,camping,camp chair,Creekline
20260722-0046,2026-07-22,S001,P1027,4,87.43,5,pickup,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1027,legacy_original,True,P1027,BoulderRambler 2P Camp Chair 226,camping,camp chair,Creekline,,,,,BoulderRambler 2P Camp Chair 226,camping,camp chair,Creekline
20260722-0047,2026-07-22,S001,P1021,1,58.99,20,ship_from_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1021,legacy_original,True,P1021,EmberRunner Basecamp Tent 220,camping,tent,Blue Ridge Works,,,,,EmberRunner Basecamp Tent 220,camping,tent,Blue Ridge Works
20260722-0048,2026-07-22,S002,P1014,1,173.97,15,pickup,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1014,legacy_original,True,P1014,SwitchbackRover Wide Trail Shoes 213,footwear,trail shoes,Summit Finch,,,,,SwitchbackRover Wide Trail Shoes 213,footwear,trail shoes,Summit Finch
20260722-0049,2026-07-22,S003,P1012,4,123.66,0,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1012,legacy_original,True,P1012,CloudNomad 32oz Tumbler 211,hydration,insulated tumbler,Moss & Mile,,,,,CloudNomad 32oz Tumbler 211,hydration,insulated tumbler,Moss & Mile
20260722-0050,2026-07-22,S006,P1025,1,105.91,15,ship_from_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1025,legacy_original,True,P1025,PineRunner Lightweight Jacket 224,outerwear,rain shell,Rocky Top Outfitters,,,,,PineRunner Lightweight Jacket 224,outerwear,rain shell,Rocky Top Outfitters
20260722-0051,2026-07-22,S005,P1045,1,296.15,15,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1045,legacy_original,True,P1045,FieldRunner Basecamp Tent 244,camping,tent,Blue Ridge Works,,,,,FieldRunner Basecamp Tent 244,camping,tent,Blue Ridge Works
20260722-0052,2026-07-22,S005,P1002,4,203.43,0,ship_from_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1002,legacy_original,True,P1002,RidgeRover Mid Trail Shoes 201,footwear,trail shoes,Highland Ember,,,,,RidgeRover Mid Trail Shoes 201,footwear,trail shoes,Highland Ember
20260722-0053,2026-07-22,S002,P1080,1,143.0,0,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1080,legacy_original,True,P1080,PeakNomad Waterproof Trail Shoes 279,footwear,trail shoes,TrailForge,,,,,PeakNomad Waterproof Trail Shoes 279,footwear,trail shoes,TrailForge
20260722-0054,2026-07-22,S008,P1008,2,149.17,15,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1008,legacy_original,True,P1008,CanyonNomad Waterproof Trail Shoes 207,footwear,trail shoes,TrailForge,,,,,CanyonNomad Waterproof Trail Shoes 207,footwear,trail shoes,TrailForge
20260722-0055,2026-07-22,S002,P1025,3,124.6,0,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1025,legacy_original,True,P1025,PineRunner Lightweight Jacket 224,outerwear,rain shell,Rocky Top Outfitters,,,,,PineRunner Lightweight Jacket 224,outerwear,rain shell,Rocky Top Outfitters
20260722-0056,2026-07-22,S007,P1037,1,91.75,0,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1037,legacy_original,True,P1037,EmberRunner Packable Jacket 236,outerwear,rain shell,Blue Ridge Works,,,,,EmberRunner Packable Jacket 236,outerwear,rain shell,Blue Ridge Works
20260722-0057,2026-07-22,S008,P1023,4,113.15,20,ship_from_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1023,legacy_original,True,P1023,HearthRambler Expedition Flashlight 222,emergency,flashlight,Switchback Supply,,,,,HearthRambler Expedition Flashlight 222,emergency,flashlight,Switchback Supply
20260722-0058,2026-07-22,S004,P1048,1,70.28,0,in_store,N,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1048,legacy_original,True,P1048,PeakNomad Travel Tumbler 247,hydration,insulated tumbler,TrailForge,,,,,PeakNomad Travel Tumbler 247,hydration,insulated tumbler,TrailForge
20260722-0059,2026-07-22,S002,P1010,4,552.43,0,ship_from_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1010,legacy_original,True,P1010,VistaRover Deluxe Patio Heater 209,patio,patio heater,Highland Ember,,,,,VistaRover Deluxe Patio Heater 209,patio,patio heater,Highland Ember
20260722-0060,2026-07-22,S003,P1070,3,202.52,0,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1070,legacy_original,True,P1070,TrailRover Weekend Patio Heater 269,patio,patio heater,Summit Finch,,,,,TrailRover Weekend Patio Heater 269,patio,patio heater,Summit Finch
20260722-0061,2026-07-22,S001,P1075,2,165.22,0,ship_from_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1075,legacy_original,True,P1075,BoulderRambler 2P Camp Chair 274,camping,camp chair,Creekline,,,,,BoulderRambler 2P Camp Chair 274,camping,camp chair,Creekline
20260722-0062,2026-07-22,S001,P1010,4,552.43,0,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1010,legacy_original,True,P1010,VistaRover Deluxe Patio Heater 209,patio,patio heater,Highland Ember,,,,,VistaRover Deluxe Patio Heater 209,patio,patio heater,Highland Ember
20260722-0063,2026-07-22,S004,P1075,2,140.44,15,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1075,legacy_original,True,P1075,BoulderRambler 2P Camp Chair 274,camping,camp chair,Creekline,,,,,BoulderRambler 2P Camp Chair 274,camping,camp chair,Creekline
20260722-0064,2026-07-22,S006,P1036,4,157.72,0,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1036,legacy_original,True,P1036,StormNomad 32oz Tumbler 235,hydration,insulated tumbler,Moss & Mile,,,,,StormNomad 32oz Tumbler 235,hydration,insulated tumbler,Moss & Mile
20260722-0065,2026-07-22,S002,P1039,2,367.84,0,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1039,legacy_original,True,P1039,HearthRambler Ultralight Camp Chair 238,camping,camp chair,Switchback Supply,,,,,HearthRambler Ultralight Camp Chair 238,camping,camp chair,Switchback Supply
20260722-0066,2026-07-22,S007,P1028,4,647.52,0,pickup,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1028,legacy_original,True,P1028,CloudNomad Compact Cooler 227,patio,cooler,Moss & Mile,,,,,CloudNomad Compact Cooler 227,patio,cooler,Moss & Mile
20260722-0067,2026-07-22,S003,P1028,4,550.39,15,ship_from_store,N,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1028,legacy_original,True,P1028,CloudNomad Compact Cooler 227,patio,cooler,Moss & Mile,,,,,CloudNomad Compact Cooler 227,patio,cooler,Moss & Mile
20260722-0068,2026-07-22,S005,P1068,3,80.92,0,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1068,legacy_original,True,P1068,StormNomad Approach Trail Shoes 267,footwear,trail shoes,Moss & Mile,,,,,StormNomad Approach Trail Shoes 267,footwear,trail shoes,Moss & Mile
20260722-0069,2026-07-22,S002,P1004,4,98.91,10,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1004,legacy_original,True,P1004,StormNomad Compact Cooler 203,patio,cooler,Moss & Mile,,,,,StormNomad Compact Cooler 203,patio,cooler,Moss & Mile
20260722-0070,2026-07-22,S007,P1032,2,184.38,5,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1032,legacy_original,True,P1032,PeakNomad Waterproof Trail Shoes 231,footwear,trail shoes,TrailForge,,,,,PeakNomad Waterproof Trail Shoes 231,footwear,trail shoes,TrailForge
20260722-0071,2026-07-22,S008,P1073,2,125.32,0,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1073,legacy_original,True,P1073,PineRunner Lightweight Jacket 272,outerwear,rain shell,Rocky Top Outfitters,,,,,PineRunner Lightweight Jacket 272,outerwear,rain shell,Rocky Top Outfitters
20260722-0072,2026-07-22,S008,P1014,2,204.67,0,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1014,legacy_original,True,P1014,SwitchbackRover Wide Trail Shoes 213,footwear,trail shoes,Summit Finch,,,,,SwitchbackRover Wide Trail Shoes 213,footwear,trail shoes,Summit Finch
20260722-0073,2026-07-22,S001,P1032,1,194.08,0,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1032,legacy_original,True,P1032,PeakNomad Waterproof Trail Shoes 231,footwear,trail shoes,TrailForge,,,,,PeakNomad Waterproof Trail Shoes 231,footwear,trail shoes,TrailForge
20260722-0074,2026-07-22,S007,P1002,1,193.26,5,pickup,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1002,legacy_original,True,P1002,RidgeRover Mid Trail Shoes 201,footwear,trail shoes,Highland Ember,,,,,RidgeRover Mid Trail Shoes 201,footwear,trail shoes,Highland Ember
20260722-0075,2026-07-22,S007,P1038,1,196.88,0,ship_from_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1038,legacy_original,True,P1038,TrailRover Wide Trail Shoes 237,footwear,trail shoes,Summit Finch,,,,,TrailRover Wide Trail Shoes 237,footwear,trail shoes,Summit Finch
20260722-0076,2026-07-22,S001,P1072,1,114.15,15,ship_from_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1072,legacy_original,True,P1072,CanyonNomad Travel Tumbler 271,hydration,insulated tumbler,TrailForge,,,,,CanyonNomad Travel Tumbler 271,hydration,insulated tumbler,TrailForge
20260722-0077,2026-07-22,S008,P1034,2,143.53,15,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1034,legacy_original,True,P1034,RidgeRover Deluxe Patio Heater 233,patio,patio heater,Highland Ember,,,,,RidgeRover Deluxe Patio Heater 233,patio,patio heater,Highland Ember
20260722-0078,2026-07-22,S007,P1048,1,59.74,15,in_store,N,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1048,legacy_original,True,P1048,PeakNomad Travel Tumbler 247,hydration,insulated tumbler,TrailForge,,,,,PeakNomad Travel Tumbler 247,hydration,insulated tumbler,TrailForge
20260722-0079,2026-07-22,S006,P1060,1,131.23,15,pickup,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1060,legacy_original,True,P1060,CloudNomad 32oz Tumbler 259,hydration,insulated tumbler,Moss & Mile,,,,,CloudNomad 32oz Tumbler 259,hydration,insulated tumbler,Moss & Mile
20260722-0080,2026-07-22,S001,P1015,2,163.09,15,pickup,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1015,legacy_original,True,P1015,MoonRambler Ultralight Camp Chair 214,camping,camp chair,Switchback Supply,,,,,MoonRambler Ultralight Camp Chair 214,camping,camp chair,Switchback Supply
20260722-0081,2026-07-22,S006,P1026,1,110.84,15,pickup,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1026,legacy_original,True,P1026,VistaRover Mid Trail Shoes 225,footwear,trail shoes,Highland Ember,,,,,VistaRover Mid Trail Shoes 225,footwear,trail shoes,Highland Ember
20260722-0082,2026-07-22,S005,P1039,1,294.27,20,in_store,N,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1039,legacy_original,True,P1039,HearthRambler Ultralight Camp Chair 238,camping,camp chair,Switchback Supply,,,,,HearthRambler Ultralight Camp Chair 238,camping,camp chair,Switchback Supply
20260722-0083,2026-07-22,S005,P1005,2,105.96,5,in_store,N,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1005,legacy_original,True,P1005,EmberRunner Storm Kit Battery Pack 204,emergency,battery pack,Blue Ridge Works,,,,,EmberRunner Storm Kit Battery Pack 204,emergency,battery pack,Blue Ridge Works
20260722-0084,2026-07-22,S007,P1037,1,91.75,0,pickup,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1037,legacy_original,True,P1037,EmberRunner Packable Jacket 236,outerwear,rain shell,Blue Ridge Works,,,,,EmberRunner Packable Jacket 236,outerwear,rain shell,Blue Ridge Works
20260722-0085,2026-07-22,S005,P1041,1,54.6,0,ship_from_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1041,legacy_original,True,P1041,PineRunner Mini Battery Pack 240,emergency,battery pack,Rocky Top Outfitters,,,,,PineRunner Mini Battery Pack 240,emergency,battery pack,Rocky Top Outfitters
20260722-0086,2026-07-22,S003,P1061,1,133.06,10,ship_from_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1061,legacy_original,True,P1061,FieldRunner Packable Jacket 260,outerwear,rain shell,Blue Ridge Works,,,,,FieldRunner Packable Jacket 260,outerwear,rain shell,Blue Ridge Works
20260722-0087,2026-07-22,S007,P1018,2,153.36,0,in_store,N,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1018,legacy_original,True,P1018,RidgeRover Trail Tumbler 217,hydration,insulated tumbler,Highland Ember,,,,,RidgeRover Trail Tumbler 217,hydration,insulated tumbler,Highland Ember
20260722-0088,2026-07-22,S005,P1060,2,123.51,20,ship_from_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1060,legacy_original,True,P1060,CloudNomad 32oz Tumbler 259,hydration,insulated tumbler,Moss & Mile,,,,,CloudNomad 32oz Tumbler 259,hydration,insulated tumbler,Moss & Mile
20260722-0089,2026-07-22,S003,P1070,1,182.27,10,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1070,legacy_original,True,P1070,TrailRover Weekend Patio Heater 269,patio,patio heater,Summit Finch,,,,,TrailRover Weekend Patio Heater 269,patio,patio heater,Summit Finch
20260722-0090,2026-07-22,S008,P1005,4,89.23,20,in_store,N,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1005,legacy_original,True,P1005,EmberRunner Storm Kit Battery Pack 204,emergency,battery pack,Blue Ridge Works,,,,,EmberRunner Storm Kit Battery Pack 204,emergency,battery pack,Blue Ridge Works
20260722-0091,2026-07-22,S008,P1050,1,67.78,10,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1050,legacy_original,True,P1050,RidgeRover Mid Trail Shoes 249,footwear,trail shoes,Highland Ember,,,,,RidgeRover Mid Trail Shoes 249,footwear,trail shoes,Highland Ember
20260722-0092,2026-07-22,S003,P1016,1,602.39,5,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1016,legacy_original,True,P1016,PeakNomad XL Cooler 215,patio,cooler,TrailForge,,,,,PeakNomad XL Cooler 215,patio,cooler,TrailForge
20260722-0093,2026-07-22,S004,P1015,1,191.87,0,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1015,legacy_original,True,P1015,MoonRambler Ultralight Camp Chair 214,camping,camp chair,Switchback Supply,,,,,MoonRambler Ultralight Camp Chair 214,camping,camp chair,Switchback Supply
20260722-0094,2026-07-22,S004,P1045,2,296.15,15,pickup,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1045,legacy_original,True,P1045,FieldRunner Basecamp Tent 244,camping,tent,Blue Ridge Works,,,,,FieldRunner Basecamp Tent 244,camping,tent,Blue Ridge Works
20260722-0095,2026-07-22,S008,P1036,2,157.72,0,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1036,legacy_original,True,P1036,StormNomad 32oz Tumbler 235,hydration,insulated tumbler,Moss & Mile,,,,,StormNomad 32oz Tumbler 235,hydration,insulated tumbler,Moss & Mile
20260722-0096,2026-07-22,S003,P1073,3,100.26,20,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1073,legacy_original,True,P1073,PineRunner Lightweight Jacket 272,outerwear,rain shell,Rocky Top Outfitters,,,,,PineRunner Lightweight Jacket 272,outerwear,rain shell,Rocky Top Outfitters
20260722-0097,2026-07-22,S006,P1024,1,72.47,20,in_store,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1024,legacy_original,True,P1024,CanyonNomad Travel Tumbler 223,hydration,insulated tumbler,TrailForge,,,,,CanyonNomad Travel Tumbler 223,hydration,insulated tumbler,TrailForge
20260722-0098,2026-07-22,S006,P1073,3,125.32,0,in_store,N,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1073,legacy_original,True,P1073,PineRunner Lightweight Jacket 272,outerwear,rain shell,Rocky Top Outfitters,,,,,PineRunner Lightweight Jacket 272,outerwear,rain shell,Rocky Top Outfitters
20260722-0099,2026-07-22,S007,P1056,1,115.21,20,pickup,Y,,legacy,data/raw/orders/2026-07-22/orders.csv,2026-07-22,,,,,P1056,legacy_original,True,P1056,CanyonNomad Waterproof Trail Shoes 255,footwear,trail shoes,TrailForge,,,,,CanyonNomad Waterproof Trail Shoes 255,footwear,trail shoes,TrailForge
