order_id,order_date,store_id,product_id,new_product_id,canonical_product_id,canonical_product_name,quantity,unit_price,discount_pct,net_sales,sales_channel,loyalty_member
20260726-0011,2026-07-26,S008,P1078,,NP5078,SwitchbackRover Insulated Tumbler Alt,1,146.35,0,146.35,ship_from_store,Y
20260726-0012,2026-07-26,S004,P1013,,NP5013,FieldRunner Packable Jacket 212,1,87.65,10,87.65,in_store,Y
20260726-0013,2026-07-26,S004,P1009,,NP5009,PineRunner 4P Tent 208,1,109.5,5,109.5,pickup,N
20260726-0014,2026-07-26,S004,P1067,,NP5067,CreekRambler Alpine Jacket 266 Pro,1,240.28,10,240.28,ship_from_store,Y
20260726-0015,2026-07-26,S001,P1039,,NP5039,HearthRambler Ultralight Camp Chair 238,4,367.84,0,1471.36,ship_from_store,N
20260726-0016,2026-07-26,S007,P1007,,NP5007,HearthRambler Storm proof Jacket 206,4,112.42,0,449.68,pickup,Y
20260726-0017,2026-07-26,S008,P1050,,NP5050,RidgeRover Mid Trail Shoes 249,3,64.01,15,192.03,in_store,Y
20260726-0018,2026-07-26,S007,P1072,,NP5070,FieldPacer Insulated Tumbler,1,134.29,0,134.29,pickup,N
20260726-0019,2026-07-26,S001,P1050,,NP5050,RidgeRover Mid Trail Shoes 249,1,75.31,0,75.31,in_store,Y
20260726-0020,2026-07-26,S003,P1009,,NP5009,PineRunner 4P Tent 208,4,103.73,10,414.92,ship_from_store,Y
20260726-0021,2026-07-26,S008,P1036,,NP5036,Storm Nomad 32oz Tumbler 235,1,157.72,0,157.72,ship_from_store,N
20260726-0022,2026-07-26,S005,P1026,,NP5026,VistaRover Mid Trail Shoes 225,2,117.36,10,234.72,ship_from_store,Y
20260726-0023,2026-07-26,S004,P1006,,NP5006,Trail Rover 20oz Tumbler 205,2,50.32,10,100.64,ship_from_store,Y
20260726-0024,2026-07-26,S001,P1049,,NP5049,SummitRunner Lightweight Jacket 248,3,210.91,5,632.73,ship_from_store,Y
20260726-0025,2026-07-26,S004,P1027,,NP5027,BoulderRambler 2P Camp Chair 226,1,92.03,0,92.03,pickup,Y
20260726-0026,2026-07-26,S007,P1058,,NP5058,VistaRover-Deluxe-Patio-Heater-257,1,263.59,0,263.59,in_store,Y
20260726-0027,2026-07-26,S004,P1034,,NP5034,RidgeRover Deluxe Patio Heater 233,2,168.86,0,337.72,in_store,Y
20260726-0028,2026-07-26,S001,P1058,,NP5058,VistaRover-Deluxe-Patio-Heater-257,2,237.23,10,474.46,pickup,Y
20260726-0029,2026-07-26,S005,P1063,,NP5063,MoonRambler Ultralight Camp Chair 262 Pro,4,79.92,0,319.68,in_store,Y
20260726-0030,2026-07-26,S002,P1067,,NP5067,CreekRambler Alpine Jacket 266 Pro,2,253.63,5,507.26,pickup,N
20260726-0031,2026-07-26,S006,P1020,,NP5020,Storm Nomad Approach Trail Shoes 219,2,211.48,0,422.96,pickup,Y
20260726-0032,2026-07-26,S002,P1004,,NP5004,Storm Nomad Compact Cooler 203,2,98.91,10,197.82,ship_from_store,Y
20260726-0033,2026-07-26,S003,P1001,,NP5001,SummitRunner Lightweight Jacket 200,2,124.28,5,248.56,in_store,N
20260726-0034,2026-07-26,S002,P1056,,NP5056,CanyonNomad Waterproof Trail Shoes 255,1,115.21,20,115.21,in_store,Y
20260726-0035,2026-07-26,S005,P1078,,NP5078,SwitchbackRover Insulated Tumbler Alt,2,139.03,5,278.06,pickup,Y
20260726-0036,2026-07-26,S001,P1012,,NP5012,CloudNomad 32oz Tumbler 211,1,117.48,5,117.48,in_store,N
20260726-0037,2026-07-26,S005,P1073,,P1073,PineRunner Lightweight Jacket 272,1,100.26,20,100.26,in_store,Y
20260726-0038,2026-07-26,S001,P1009,,NP5009,PineRunner 4P Tent 208,2,92.21,20,184.42,in_store,Y
20260726-0039,2026-07-26,S004,P1063,,NP5063,MoonRambler Ultralight Camp Chair 262 Pro,2,79.92,0,159.84,in_store,N
20260726-0040,2026-07-26,S006,P1026,,NP5026,VistaRover Mid Trail Shoes 225,1,117.36,10,117.36,in_store,N
20260726-0041,2026-07-26,S001,P1064,,NP5064,PeakNomad-XL-Cooler-263,1,614.45,0,614.45,in_store,N
20260726-0042,2026-07-26,S006,P1013,,NP5013,FieldRunner Packable Jacket 212,1,97.39,0,97.39,in_store,Y
20260726-0043,2026-07-26,S003,P1003,,NP5003,CreekRambler 2P Camp Chair 202,3,359.18,20,1077.54,in_store,Y
20260726-0044,2026-07-26,S001,P1068,,NP5068,StormNomad-Approach-Trail-Shoes-267,1,80.92,0,80.92,in_store,N
20260726-0045,2026-07-26,S004,P1036,,NP5036,Storm Nomad 32oz Tumbler 235,3,149.83,5,449.49,pickup,Y
20260726-0046,2026-07-26,S006,P1008,,NP5008,CanyonNomad Waterproof Trail Shoes 207,3,157.95,10,473.85,pickup,N
20260726-0047,2026-07-26,S007,P1005,,NP5005,EmberRunner Storm Kit Battery Pack 204,2,105.96,5,211.92,in_store,N
20260726-0048,2026-07-26,S007,P1028,,NP5028,CloudNomad Compact Cooler 227,1,615.14,5,615.14,in_store,N
20260726-0049,2026-07-26,S007,P1019,,NP5019,CreekRambler Alpine Jacket 218,3,152.14,15,456.42,pickup,Y
20260726-0050,2026-07-26,S003,P1043,,NP5043,BoulderRambler Alpine Jacket 242,1,216.9,10,216.9,in_store,N
20260726-0051,2026-07-26,S001,P1033,,NP5033,SummitRunner 4P Tent 232,2,170.51,10,341.02,in_store,Y
20260726-0052,2026-07-26,S007,P1060,,NP5060,CloudNomad-32oz-Tumbler-259,1,138.95,10,138.95,in_store,Y
20260726-0053,2026-07-26,S006,P1078,,NP5078,SwitchbackRover Insulated Tumbler Alt,2,117.08,20,234.16,in_store,Y
20260726-0054,2026-07-26,S006,P1080,,NP5080,PeakNomad Trail Shoes Alt,2,135.85,5,271.7,pickup,Y
20260726-0055,2026-07-26,S001,P1044,,NP5044,CloudNomad Approach Trail Shoes 243,2,151.4,20,302.8,in_store,Y
20260726-0056,2026-07-26,S007,P1007,,NP5007,HearthRambler Storm proof Jacket 206,4,95.56,15,382.24,pickup,Y
20260726-0057,2026-07-26,S003,P1002,,NP5002,RidgeRover Mid Trail Shoes 201,4,203.43,0,813.72,pickup,N
20260726-0058,2026-07-26,S003,P1025,,NP5025,PineRunner Lightweight Jacket 224,4,105.91,15,423.64,in_store,Y
20260726-0059,2026-07-26,S004,P1050,,NP5050,RidgeRover Mid Trail Shoes 249,2,67.78,10,135.56,pickup,Y
20260726-0060,2026-07-26,S005,P1033,,NP5033,SummitRunner 4P Tent 232,4,161.04,15,644.16,in_store,Y
20260726-0061,2026-07-26,S004,P1009,,NP5009,PineRunner 4P Tent 208,3,115.26,0,345.78,in_store,Y
20260726-0062,2026-07-26,S006,P1006,,NP5006,Trail Rover 20oz Tumbler 205,2,53.11,5,106.22,in_store,Y
20260726-0063,2026-07-26,S003,P1033,,NP5033,SummitRunner 4P Tent 232,1,170.51,10,170.51,in_store,Y
20260726-0064,2026-07-26,S008,P1021,,NP5021,EmberRunner Basecamp Tent 220,3,73.74,0,221.22,pickup,Y
20260726-0065,2026-07-26,S003,P1013,,NP5013,FieldRunner Packable Jacket 212,1,77.91,20,77.91,in_store,Y
20260726-0066,2026-07-26,S003,P1003,,NP5003,CreekRambler 2P Camp Chair 202,1,448.98,0,448.98,pickup,Y
20260726-0067,2026-07-26,S002,P1053,,NP5053,EmberRunner Storm Kit Battery Pack 252,2,108.53,0,217.06,in_store,Y
20260726-0068,2026-07-26,S001,P1006,,NP5006,Trail Rover 20oz Tumbler 205,2,47.52,15,95.04,in_store,Y
20260726-0069,2026-07-26,S003,P1018,,NP5018,RidgeRover Trail Tumbler 217,1,130.36,15,130.36,in_store,Y
20260726-0070,2026-07-26,S006,P1053,,NP5053,EmberRunner Storm Kit Battery Pack 252,2,92.25,15,184.5,in_store,Y
20260726-0071,2026-07-26,S001,P1002,,NP5002,RidgeRover Mid Trail Shoes 201,4,203.43,0,813.72,in_store,Y
20260726-0072,2026-07-26,S002,P1007,,NP5007,HearthRambler Storm proof Jacket 206,3,106.8,5,320.4,in_store,Y
20260726-0073,2026-07-26,S001,P1026,,NP5026,VistaRover Mid Trail Shoes 225,1,130.4,0,130.4,ship_from_store,Y
20260726-0074,2026-07-26,S006,P1026,,NP5026,VistaRover Mid Trail Shoes 225,1,130.4,0,130.4,in_store,N
20260726-0075,2026-07-26,S003,P1063,,NP5063,MoonRambler Ultralight Camp Chair 262 Pro,2,79.92,0,159.84,in_store,N
20260726-0076,2026-07-26,S005,P1042,,NP5042,VistaRover Trail Tumbler 241,1,115.25,0,115.25,pickup,Y
20260726-0077,2026-07-26,S007,P1062,,NP5062,SwitchbackRover-Wide-Trail-Shoes-261,4,170.69,0,682.76,ship_from_store,N
20260726-0078,2026-07-26,S002,P1076,,NP5072,SummitRover Cooler,1,686.08,0,686.08,ship_from_store,Y
20260726-0079,2026-07-26,S004,P1052,,NP5052,Storm Nomad Compact Cooler 251,4,330.57,15,1322.28,in_store,Y
20260726-0080,2026-07-26,S001,P1043,,NP5043,BoulderRambler Alpine Jacket 242,1,216.9,10,216.9,ship_from_store,Y
20260726-0081,2026-07-26,S002,P1012,,NP5012,CloudNomad 32oz Tumbler 211,1,98.93,20,98.93,in_store,Y
20260726-0082,2026-07-26,S007,P1064,,NP5064,PeakNomad-XL-Cooler-263,2,522.28,15,1044.56,in_store,Y
20260726-0083,2026-07-26,S001,P1057,,NP5057,PineRunner 4P Tent 256 Pro,1,328.14,20,328.14,in_store,N
20260726-0084,2026-07-26,S004,P1048,,NP5048,PeakNomad Travel Tumbler 247,4,70.28,0,281.12,ship_from_store,Y
20260726-0085,2026-07-26,S007,P1002,,NP5002,RidgeRover Mid Trail Shoes 201,1,203.43,0,203.43,pickup,Y
20260726-0086,2026-07-26,S003,P1036,,NP5036,Storm Nomad 32oz Tumbler 235,1,149.83,5,149.83,ship_from_store,Y
20260726-0087,2026-07-26,S001,P1003,,NP5003,CreekRambler 2P Camp Chair 202,3,359.18,20,1077.54,pickup,Y
20260726-0088,2026-07-26,S005,P1031,,NP5031,MoonRambler Storm proof Jacket 230,1,164.85,5,164.85,ship_from_store,Y
20260726-0089,2026-07-26,S002,P1019,,NP5019,CreekRambler Alpine Jacket 218,1,178.99,0,178.99,in_store,Y
20260726-0090,2026-07-26,S001,P1042,,NP5042,VistaRover Trail Tumbler 241,1,115.25,0,115.25,in_store,Y
20260726-0091,2026-07-26,S008,P1080,,NP5080,PeakNomad Trail Shoes Alt,2,143.0,0,286.0,in_store,Y
20260726-0092,2026-07-26,S006,P1068,,NP5068,StormNomad-Approach-Trail-Shoes-267,3,72.83,10,218.49,in_store,Y
20260726-0093,2026-07-26,S004,P1073,,P1073,PineRunner Lightweight Jacket 272,4,106.52,15,426.08,in_store,Y
20260726-0094,2026-07-26,S005,P1015,,NP5015,MoonRambler Ultralight Camp Chair 214,1,153.5,20,153.5,pickup,N
20260726-0095,2026-07-26,S008,P1001,,NP5001,SummitRunner Lightweight Jacket 200,1,130.82,0,130.82,pickup,Y
20260726-0096,2026-07-26,S001,P1067,,NP5067,CreekRambler Alpine Jacket 266 Pro,1,213.58,20,213.58,ship_from_store,Y
20260726-0097,2026-07-26,S008,P1077,,NP5077,FieldRunner Battery Pack Alt,1,85.64,10,85.64,pickup,Y
20260726-0098,2026-07-26,S005,P1013,,NP5013,FieldRunner Packable Jacket 212,2,92.52,5,185.04,in_store,Y
20260726-0099,2026-07-26,S007,P1072,,NP5070,FieldPacer Insulated Tumbler,1,107.43,20,107.43,ship_from_store,Y
20260726-0100,2026-07-26,S008,P1005,,NP5005,EmberRunner Storm Kit Battery Pack 204,1,100.39,10,100.39,in_store,N
20260726-0101,2026-07-26,S001,P1019,,NP5019,CreekRambler Alpine Jacket 218,1,152.14,15,152.14,in_store,Y
20260727-0001,2026-07-27,S001,P1036,,NP5036,Storm Nomad 32oz Tumbler 235,3,126.18,20,378.54,in_store,Y
20260727-0002,2026-07-27,S007,P1027,,NP5027,BoulderRambler 2P Camp Chair 226,2,82.83,10,165.66,in_store,Y
20260727-0003,2026-07-27,S004,P1028,,NP5028,CloudNomad Compact Cooler 227,2,518.02,20,1036.04,in_store,N
20260727-0004,2026-07-27,S002,P1074,,P1074,VistaRover Mid Trail Shoes 273,1,153.36,20,153.36,in_store,Y
20260727-0005,2026-07-27,S003,P1016,,NP5016,PeakNomad XL Cooler 215,1,570.68,10,570.68,in_store,Y
20260727-0006,2026-07-27,S002,P1005,,NP5005,EmberRunner Storm Kit Battery Pack 204,2,111.54,0,223.08,in_store,N
20260727-0007,2026-07-27,S004,P1045,,NP5045,FieldRunner Basecamp Tent 244,2,278.73,20,557.46,pickup,Y
20260727-0008,2026-07-27,S003,P1046,,NP5046,SwitchbackRover Weekend Patio Heater 245,1,186.74,20,186.74,in_store,N
20260727-0009,2026-07-27,S004,P1001,,NP5001,SummitRunner Lightweight Jacket 200,1,117.74,10,117.74,ship_from_store,Y
20260727-0010,2026-07-27,S002,P1071,,P1071,HearthRambler Expedition Flashlight 270,2,121.81,15,243.62,in_store,Y
20260727-0011,2026-07-27,S003,P1065,,NP5065,SummitRunner Mini Battery Pack 264 Pro,3,95.93,15,287.79,pickup,Y
20260727-0012,2026-07-27,S007,P1072,,NP5070,FieldPacer Insulated Tumbler,1,107.43,20,107.43,ship_from_store,Y
20260727-0013,2026-07-27,S001,P1036,,NP5036,Storm Nomad 32oz Tumbler 235,1,157.72,0,157.72,in_store,Y
20260727-0014,2026-07-27,S003,P1023,,NP5023,HearthRambler Expedition Flashlight 222,1,141.44,0,141.44,pickup,Y
20260727-0015,2026-07-27,S001,P1040,,NP5040,CanyonNomad XL Cooler 239,1,103.37,5,103.37,in_store,Y
20260727-0016,2026-07-27,S008,P1045,,NP5045,FieldRunner Basecamp Tent 244,2,330.99,5,661.98,in_store,N
20260727-0017,2026-07-27,S006,P1061,,NP5061,FieldRunner Packable Jacket 260 Pro,4,147.84,0,591.36,ship_from_store,Y
20260727-0018,2026-07-27,S006,P1077,,NP5077,FieldRunner Battery Pack Alt,2,95.15,0,190.3,in_store,Y
20260727-0019,2026-07-27,S008,P1015,,NP5015,MoonRambler Ultralight Camp Chair 214,1,191.87,0,191.87,in_store,N
20260727-0020,2026-07-27,S005,P1069,,P1069,EmberRunner Basecamp Tent 268,2,256.36,0,512.72,pickup,Y
20260727-0021,2026-07-27,S004,P1058,,NP5058,VistaRover-Deluxe-Patio-Heater-257,1,263.59,0,263.59,in_store,Y
20260727-0022,2026-07-27,S004,P1055,,NP5055,HearthRambler Storm proof Jacket 254,1,235.93,15,235.93,pickup,Y
20260727-0023,2026-07-27,S007,P1015,,NP5015,MoonRambler Ultralight Camp Chair 214,4,172.68,10,690.72,ship_from_store,Y
20260727-0024,2026-07-27,S004,P1043,,NP5043,BoulderRambler Alpine Jacket 242,4,192.8,20,771.2,in_store,Y
20260727-0025,2026-07-27,S001,P1031,,NP5031,MoonRambler Storm proof Jacket 230,2,156.18,10,312.36,in_store,Y
20260727-0026,2026-07-27,S006,P1062,,NP5062,SwitchbackRover-Wide-Trail-Shoes-261,1,153.62,10,153.62,ship_from_store,Y
20260727-0027,2026-07-27,S002,P1031,,NP5031,MoonRambler Storm proof Jacket 230,1,147.5,15,147.5,ship_from_store,Y
20260727-0028,2026-07-27,S004,P1075,,P1075,BoulderRambler 2P Camp Chair 274,4,132.18,20,528.72,in_store,N
20260727-0029,2026-07-27,S007,P1075,,P1075,BoulderRambler 2P Camp Chair 274,2,165.22,0,330.44,in_store,Y
20260727-0030,2026-07-27,S004,P1009,,NP5009,PineRunner 4P Tent 208,1,97.97,15,97.97,ship_from_store,N
20260727-0031,2026-07-27,S003,P1042,,NP5042,VistaRover Trail Tumbler 241,1,115.25,0,115.25,ship_from_store,Y
20260727-0032,2026-07-27,S005,P1013,,NP5013,FieldRunner Packable Jacket 212,1,97.39,0,97.39,in_store,N
20260727-0033,2026-07-27,S006,P1036,,NP5036,Storm Nomad 32oz Tumbler 235,1,157.72,0,157.72,in_store,Y
20260727-0034,2026-07-27,S006,P1055,,NP5055,HearthRambler Storm proof Jacket 254,3,249.81,10,749.43,in_store,Y
20260727-0035,2026-07-27,S004,P1063,,NP5063,MoonRambler Ultralight Camp Chair 262 Pro,4,79.92,0,319.68,in_store,Y
20260727-0036,2026-07-27,S002,P1003,,NP5003,CreekRambler 2P Camp Chair 202,1,448.98,0,448.98,in_store,Y
20260727-0037,2026-07-27,S003,P1078,,NP5078,SwitchbackRover Insulated Tumbler Alt,1,146.35,0,146.35,pickup,Y
20260727-0038,2026-07-27,S004,P1043,,NP5043,BoulderRambler Alpine Jacket 242,1,241.0,0,241.0,in_store,N
20260727-0039,2026-07-27,S003,P1045,,NP5045,FieldRunner Basecamp Tent 244,3,348.41,0,1045.23,in_store,Y
20260727-0040,2026-07-27,S003,P1065,,NP5065,SummitRunner Mini Battery Pack 264 Pro,1,90.29,20,90.29,in_store,Y
20260727-0041,2026-07-27,S002,P1049,,NP5049,SummitRunner Lightweight Jacket 248,1,177.61,20,177.61,ship_from_store,Y
20260727-0042,2026-07-27,S006,P1021,,NP5021,EmberRunner Basecamp Tent 220,1,73.74,0,73.74,pickup,Y
20260727-0043,2026-07-27,S008,P1049,,NP5049,SummitRunner Lightweight Jacket 248,1,222.01,0,222.01,in_store,Y
20260727-0044,2026-07-27,S004,P1026,,NP5026,VistaRover Mid Trail Shoes 225,2,123.88,5,247.76,pickup,N
20260727-0045,2026-07-27,S008,P1077,,NP5077,FieldRunner Battery Pack Alt,2,95.15,0,190.3,ship_from_store,Y
20260727-0046,2026-07-27,S003,P1027,,NP5027,BoulderRambler 2P Camp Chair 226,4,87.43,5,349.72,pickup,Y
20260727-0047,2026-07-27,S008,P1063,,NP5063,MoonRambler Ultralight Camp Chair 262 Pro,1,75.92,5,75.92,in_store,Y
20260727-0048,2026-07-27,S003,P1075,,P1075,BoulderRambler 2P Camp Chair 274,2,165.22,0,330.44,in_store,Y
20260727-0049,2026-07-27,S007,P1046,,NP5046,SwitchbackRover Weekend Patio Heater 245,2,198.41,15,396.82,in_store,Y
20260727-0050,2026-07-27,S004,P1006,,NP5006,Trail Rover 20oz Tumbler 205,1,55.91,0,55.91,ship_from_store,Y
20260727-0051,2026-07-27,S003,P1050,,NP5050,RidgeRover Mid Trail Shoes 249,1,75.31,0,75.31,in_store,Y
20260727-0052,2026-07-27,S001,P1060,,NP5060,CloudNomad-32oz-Tumbler-259,1,154.39,0,154.39,ship_from_store,Y
20260727-0053,2026-07-27,S002,P1043,,NP5043,BoulderRambler Alpine Jacket 242,1,241.0,0,241.0,in_store,Y
20260727-0054,2026-07-27,S007,P1052,,NP5052,Storm Nomad Compact Cooler 251,4,369.46,5,1477.84,in_store,Y
20260727-0055,2026-07-27,S005,P1009,,NP5009,PineRunner 4P Tent 208,2,92.21,20,184.42,in_store,Y
20260727-0056,2026-07-27,S003,P1051,,NP5051,CreekRambler 2P Camp Chair 250,2,339.32,20,678.64,ship_from_store,Y
20260727-0057,2026-07-27,S005,P1049,,NP5049,SummitRunner Lightweight Jacket 248,2,210.91,5,421.82,ship_from_store,Y
20260727-0058,2026-07-27,S004,P1030,,NP5030,SwitchbackRover 20oz Tumbler 229,2,113.63,10,227.26,ship_from_store,N
20260727-0059,2026-07-27,S001,P1016,,NP5016,PeakNomad XL Cooler 215,1,634.09,0,634.09,in_store,Y
20260727-0060,2026-07-27,S006,P1058,,NP5058,VistaRover-Deluxe-Patio-Heater-257,1,224.05,15,224.05,pickup,Y
20260727-0061,2026-07-27,S002,P1026,,NP5026,VistaRover Mid Trail Shoes 225,1,130.4,0,130.4,in_store,N
20260727-0062,2026-07-27,S008,P1067,,NP5067,CreekRambler Alpine Jacket 266 Pro,3,253.63,5,760.89,in_store,Y
20260727-0063,2026-07-27,S006,P1080,,NP5080,PeakNomad Trail Shoes Alt,1,128.7,10,128.7,in_store,Y
20260727-0064,2026-07-27,S006,P1035,,NP5035,CreekRambler Rechargeable Flashlight 234,3,125.57,15,376.71,pickup,N
20260727-0065,2026-07-27,S005,P1012,,NP5012,CloudNomad 32oz Tumbler 211,1,123.66,0,123.66,ship_from_store,Y
20260727-0066,2026-07-27,S008,P1011,,NP5011,BoulderRambler Rechargeable Flashlight 210,2,133.07,0,266.14,pickup,Y
20260727-0067,2026-07-27,S007,P1064,,NP5064,PeakNomad-XL-Cooler-263,1,614.45,0,614.45,pickup,N
20260727-0068,2026-07-27,S004,P1018,,NP5018,RidgeRover Trail Tumbler 217,1,153.36,0,153.36,in_store,Y
20260727-0069,2026-07-27,S006,P1006,,NP5006,Trail Rover 20oz Tumbler 205,3,53.11,5,159.33,ship_from_store,Y
20260727-0070,2026-07-27,S002,P1064,,NP5064,PeakNomad-XL-Cooler-263,4,491.56,20,1966.24,in_store,Y
20260727-0071,2026-07-27,S004,P1009,,NP5009,PineRunner 4P Tent 208,1,92.21,20,92.21,in_store,N
20260727-0072,2026-07-27,S005,P1060,,NP5060,CloudNomad-32oz-Tumbler-259,3,154.39,0,463.17,in_store,Y
20260727-0073,2026-07-27,S001,P1037,,NP5037,EmberRunner Packable Jacket 236,2,91.75,0,183.5,in_store,N
20260727-0074,2026-07-27,S001,P1045,,NP5045,FieldRunner Basecamp Tent 244,1,278.73,20,278.73,pickup,Y
20260727-0075,2026-07-27,S006,P1033,,NP5033,SummitRunner 4P Tent 232,1,189.46,0,189.46,in_store,Y
20260727-0076,2026-07-27,S001,P1070,,NP5069,BoulderNomad Patio Heater,1,162.02,20,162.02,in_store,Y
20260727-0077,2026-07-27,S001,P1061,,NP5061,FieldRunner Packable Jacket 260 Pro,4,133.06,10,532.24,in_store,Y
20260727-0078,2026-07-27,S002,P1019,,NP5019,CreekRambler Alpine Jacket 218,1,143.19,20,143.19,ship_from_store,Y
20260727-0079,2026-07-27,S004,P1007,,NP5007,HearthRambler Storm proof Jacket 206,2,112.42,0,224.84,ship_from_store,Y
20260727-0080,2026-07-27,S004,P1013,,NP5013,FieldRunner Packable Jacket 212,1,97.39,0,97.39,in_store,N
20260727-0081,2026-07-27,S005,P1038,,NP5038,Trail Rover Wide Trail Shoes 237,1,196.88,0,196.88,in_store,Y
20260727-0082,2026-07-27,S002,P1058,,NP5058,VistaRover-Deluxe-Patio-Heater-257,1,263.59,0,263.59,pickup,N
20260727-0083,2026-07-27,S006,P1032,,NP5032,PeakNomad Waterproof Trail Shoes 231,1,174.67,10,174.67,in_store,N
20260727-0084,2026-07-27,S004,P1060,,NP5060,CloudNomad-32oz-Tumbler-259,2,138.95,10,277.9,in_store,Y
20260727-0085,2026-07-27,S001,P1012,,NP5012,CloudNomad 32oz Tumbler 211,1,105.11,15,105.11,in_store,Y
20260727-0086,2026-07-27,S008,P1003,,NP5003,CreekRambler 2P Camp Chair 202,3,448.98,0,1346.94,ship_from_store,Y
20260727-0087,2026-07-27,S003,P1038,,NP5038,Trail Rover Wide Trail Shoes 237,3,157.5,20,472.5,pickup,Y
20260727-0088,2026-07-27,S004,P1062,,NP5062,SwitchbackRover-Wide-Trail-Shoes-261,2,162.16,5,324.32,in_store,Y
20260727-0089,2026-07-27,S008,P1067,,NP5067,CreekRambler Alpine Jacket 266 Pro,2,266.98,0,533.96,in_store,Y
20260727-0090,2026-07-27,S001,P1045,,NP5045,FieldRunner Basecamp Tent 244,4,296.15,15,1184.6,in_store,N
20260727-0091,2026-07-27,S004,P1061,,NP5061,FieldRunner Packable Jacket 260 Pro,3,147.84,0,443.52,in_store,N
20260727-0092,2026-07-27,S008,P1058,,NP5058,VistaRover-Deluxe-Patio-Heater-257,2,263.59,0,527.18,ship_from_store,Y
20260727-0093,2026-07-27,S007,P1067,,NP5067,CreekRambler Alpine Jacket 266 Pro,1,253.63,5,253.63,in_store,Y
20260727-0094,2026-07-27,S004,P1021,,NP5021,EmberRunner Basecamp Tent 220,2,70.05,5,140.1,in_store,N
20260727-0095,2026-07-27,S003,P1023,,NP5023,HearthRambler Expedition Flashlight 222,1,127.3,10,127.3,ship_from_store,Y
20260727-0096,2026-07-27,S004,P1052,,NP5052,Storm Nomad Compact Cooler 251,1,350.02,10,350.02,in_store,N
20260727-0097,2026-07-27,S002,P1028,,NP5028,CloudNomad Compact Cooler 227,2,615.14,5,1230.28,ship_from_store,Y
20260727-0098,2026-07-27,S004,P1031,,NP5031,MoonRambler Storm proof Jacket 230,2,173.53,0,347.06,pickup,Y
20260728-0001,2026-07-28,S008,,NP5044,NP5044,CloudNomad Approach Trail Shoes 243,2,155.01,20,310.02,ship_from_store,Y
20260728-0002,2026-07-28,S003,,NP5072,NP5072,SummitRover Cooler,1,755.47,5,755.47,ship_from_store,Y
20260728-0003,2026-07-28,S008,,NP5044,NP5044,CloudNomad Approach Trail Shoes 243,3,193.76,0,581.28,ship_from_store,N
20260728-0004,2026-07-28,S001,,NP5067,NP5067,CreekRambler Alpine Jacket 266 Pro,2,247.56,0,495.12,in_store,Y
20260728-0005,2026-07-28,S007,,NP5008,NP5008,CanyonNomad Waterproof Trail Shoes 207,3,148.91,15,446.73,pickup,Y
20260728-0006,2026-07-28,S003,,NP5003,NP5003,CreekRambler 2P Camp Chair 202,1,375.39,15,375.39,in_store,Y
20260728-0007,2026-07-28,S006,,NP5069,NP5069,BoulderNomad Patio Heater,2,210.19,5,420.38,in_store,Y
20260728-0008,2026-07-28,S002,,NP5013,NP5013,FieldRunner Packable Jacket 212,1,99.43,0,99.43,in_store,Y
20260728-0009,2026-07-28,S003,,NP5032,NP5032,PeakNomad Waterproof Trail Shoes 231,2,160.34,20,320.68,in_store,Y
20260728-0010,2026-07-28,S008,,NP5020,NP5020,Storm Nomad Approach Trail Shoes 219,1,207.39,0,207.39,in_store,Y
20260728-0011,2026-07-28,S004,,NP5007,NP5007,HearthRambler Storm proof Jacket 206,1,109.09,0,109.09,in_store,Y
20260728-0012,2026-07-28,S007,,NP5038,NP5038,Trail Rover Wide Trail Shoes 237,1,198.18,0,198.18,in_store,Y
20260728-0013,2026-07-28,S001,,NP5031,NP5031,MoonRambler Storm proof Jacket 230,1,145.81,15,145.81,in_store,Y
20260728-0014,2026-07-28,S001,,NP5012,NP5012,CloudNomad 32oz Tumbler 211,3,120.05,0,360.15,in_store,Y
20260728-0015,2026-07-28,S008,,NP5016,NP5016,PeakNomad XL Cooler 215,3,648.67,0,1946.01,pickup,Y
20260728-0016,2026-07-28,S005,,NP5059,NP5059,BoulderRambler Rechargeable Flashlight 258 Pro,1,108.91,0,108.91,pickup,N
20260728-0017,2026-07-28,S003,,NP5016,NP5016,PeakNomad XL Cooler 215,1,648.67,0,648.67,pickup,Y
20260728-0018,2026-07-28,S003,,NP5014,NP5014,SwitchbackRover Wide Trail Shoes 213,2,180.27,15,360.54,pickup,Y
20260728-0019,2026-07-28,S001,,NP5073,NP5073,FieldRunner Battery Pack,4,91.38,0,365.52,pickup,Y
20260728-0020,2026-07-28,S007,,NP5036,NP5036,Storm Nomad 32oz Tumbler 235,2,148.63,5,297.26,pickup,N
20260728-0021,2026-07-28,S006,,NP5044,NP5044,CloudNomad Approach Trail Shoes 243,1,184.07,5,184.07,in_store,Y
20260728-0022,2026-07-28,S007,,NP5017,NP5017,SummitRunner Mini Battery Pack 216,2,63.28,0,126.56,in_store,Y
20260728-0023,2026-07-28,S006,,NP5032,NP5032,PeakNomad Waterproof Trail Shoes 231,1,200.43,0,200.43,in_store,Y
20260728-0024,2026-07-28,S003,,NP5050,NP5050,RidgeRover Mid Trail Shoes 249,4,74.44,0,297.76,pickup,Y
20260728-0025,2026-07-28,S004,,NP5042,NP5042,VistaRover Trail Tumbler 241,1,95.51,15,95.51,ship_from_store,Y
